,Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with
533,top,3,RFP,minus35,6,0.7923830168730072,"[55, 61]",16624,215,1.0,1.0
534,top,3,RFP,minus35,6,0.19335389224159294,"[56, 62]",16705,134,1.0,1.0
535,top,3,RFP,minus35,6,0.08766417882898317,"[70, 76]",16815,24,1.0,1.0
536,top,3,RFP,minus35,6,0.371905612921416,"[71, 77]",16784,55,1.0,1.0
537,top,3,RFP,minus35,6,0.7469853225953532,"[82, 88]",16298,541,1.0,1.0
538,top,3,RFP,minus35,6,0.007861379741941071,"[83, 89]",1198,15641,1.0,1.0
539,top,3,RFP,minus35,6,0.2259879710013145,"[84, 90]",1167,15672,1.0,1.0
540,top,3,RFP,minus35,6,0.4374843071587807,"[85, 91]",16690,149,1.0,1.0
541,top,3,RFP,minus35,6,0.9760048034847092,"[88, 94]",16784,55,1.0,1.0
542,top,3,RFP,minus35,6,0.002939601690676445,"[91, 97]",1454,15385,1.0,1.0
543,top,3,RFP,minus35,6,0.00045780496201641225,"[92, 98]",958,15881,1.0,1.0
544,top,3,RFP,minus35,6,0.29666010218452943,"[99, 105]",16795,44,1.0,1.0
545,top,3,RFP,minus35,6,0.002893608444352157,"[102, 108]",1398,15441,1.0,1.0
546,top,3,RFP,minus35,6,0.36543886047681406,"[114, 120]",1496,15343,1.0,1.0
547,top,3,RFP,minus35,6,0.6326832947835308,"[115, 121]",16808,31,1.0,1.0
548,top,3,RFP,minus35,6,0.5947096349851162,"[128, 134]",16791,48,1.0,1.0
549,top,3,RFP,minus35,6,0.30558431087540394,"[142, 148]",16735,104,1.0,1.0
550,top,52,GFP,minus10,6,0.5919353083548949,"[0, 6]",15635,24,1.0238095238095235,1.007177033492823
551,top,52,GFP,minus10,6,0.00016523630258162602,"[4, 10]",15415,244,1.0240963855421688,1.0021459227467813
552,top,52,GFP,minus10,6,0.12608970000838293,"[18, 24]",15586,73,1.0238095238095235,1.0075757575757576
553,top,52,GFP,minus10,6,0.0013992954687871747,"[20, 26]",15567,92,1.0240320427236316,1.0
554,top,52,GFP,minus10,6,0.00031377688009843373,"[23, 29]",15528,131,1.0238095238095235,1.0740740740740742
555,top,52,GFP,minus10,6,0.41666089792231764,"[27, 33]",15553,106,1.0238095238095235,1.014431416082703
556,top,52,GFP,minus10,6,0.0031587925147872945,"[28, 34]",15532,127,1.0238095238095235,1.065217391304348
557,top,52,GFP,minus10,6,3.5889523395175475e-05,"[32, 38]",15572,87,1.0240352521310467,1.0
558,top,52,GFP,minus10,6,3.347833981720516e-08,"[34, 40]",15614,45,1.0240963855421688,1.0
559,top,52,GFP,minus10,6,0.017773418547311612,"[36, 42]",15636,23,1.0238095238095235,1.0
560,top,52,GFP,minus10,6,0.1147986465823818,"[37, 43]",15634,25,1.0238095238095235,1.0080645161290325
561,top,52,GFP,minus10,6,0.23668431627966224,"[39, 45]",15647,12,1.0238095238095235,1.0
562,top,52,GFP,minus10,6,0.4203522179266156,"[46, 52]",15633,26,1.0238095238095235,1.0091963322545847
563,top,52,GFP,minus10,6,0.003936317186491137,"[49, 55]",15609,50,1.0239520958083832,1.0
564,top,52,GFP,minus10,6,0.00047752916099318344,"[54, 60]",1401,14258,1.0151515151515151,1.0246913580246917
565,top,52,GFP,minus10,6,0.08416047059629583,"[64, 70]",15617,42,1.0238095238095235,1.0114102564102563
566,top,52,GFP,minus10,6,0.26684897576722744,"[66, 72]",15623,36,1.0238095238095235,1.0160708636507434
567,top,52,GFP,minus10,6,3.1402492041078924e-05,"[76, 82]",960,14699,1.0131006864988557,1.0246913580246917
568,top,52,GFP,minus10,6,0.003455183429761074,"[80, 86]",15626,33,1.0238095238095235,1.0
569,top,52,GFP,minus10,6,0.9706690792982735,"[81, 87]",15640,19,1.0238095238095235,1.0147058823529411
570,top,52,GFP,minus10,6,0.017970810395207794,"[82, 88]",15645,14,1.0238095238095235,1.0
571,top,52,GFP,minus10,6,0.262790758419015,"[83, 89]",15610,49,1.0238095238095235,1.0357142857142858
572,top,52,GFP,minus10,6,2.6095672573573373e-05,"[88, 94]",15620,39,1.024012012012012,1.0
573,top,52,GFP,minus10,6,0.019730653935230477,"[90, 96]",15634,25,1.0238095238095235,1.0
574,top,52,GFP,minus10,6,0.29142048315381575,"[93, 99]",15644,15,1.0238095238095235,1.0
575,top,52,GFP,minus10,6,0.8494414003584079,"[96, 102]",15624,35,1.0238095238095235,1.0303030303030305
576,top,52,GFP,minus10,6,6.570123470864801e-13,"[99, 105]",663,14996,1.04,1.0232558139534884
577,top,52,GFP,minus10,6,0.19277232546648648,"[100, 106]",15632,27,1.0238095238095235,1.0089285714285714
578,top,52,GFP,minus10,6,0.15503054396641766,"[106, 112]",15630,29,1.0238095238095235,1.0
579,top,52,GFP,minus10,6,0.25247348482093557,"[108, 114]",15629,30,1.0238095238095235,1.0397639018328673
580,top,52,GFP,minus10,6,0.0022795990406266507,"[114, 120]",15632,27,1.0238095238095235,1.0
581,top,52,GFP,minus10,6,0.22242266323940751,"[115, 121]",15613,46,1.0238095238095235,1.0050396190006978
582,top,52,GFP,minus10,6,0.001808518091876957,"[121, 127]",1263,14396,1.0162162162162165,1.024390243902439
583,top,52,GFP,minus10,6,0.7534228326395704,"[124, 130]",15559,100,1.0238095238095235,1.018961179007908
584,top,52,GFP,minus10,6,0.4351306145807404,"[126, 132]",15641,18,1.0238095238095235,1.0432719423836176
585,top,52,GFP,minus10,6,0.6851530482538182,"[134, 140]",15643,16,1.0238095238095235,1.0479357798165139
586,top,52,GFP,minus35,6,0.048425567963580704,"[8, 14]",15641,18,1.0238095238095235,1.0
587,top,52,GFP,minus35,6,0.034104844637665714,"[9, 15]",15647,12,1.0238095238095235,1.0
588,top,52,GFP,minus35,6,2.4778955120218457e-06,"[24, 30]",15579,80,1.0240963855421688,1.0
589,top,52,GFP,minus35,6,0.01376504473184181,"[25, 31]",15631,28,1.0238095238095235,1.111156873512722
590,top,52,GFP,minus35,6,0.1364822310003712,"[31, 37]",15620,39,1.0238095238095235,1.0545454545454545
591,top,52,GFP,minus35,6,5.22376345611255e-07,"[32, 38]",15615,44,1.0240384615384617,1.0
592,top,52,GFP,minus35,6,0.02946810552697661,"[36, 42]",15510,149,1.0239520958083832,1.0
593,top,52,GFP,minus35,6,0.22511818853124466,"[37, 43]",15620,39,1.0238095238095235,1.0123456790123455
594,top,52,GFP,minus35,6,0.06457352269292402,"[39, 45]",15623,36,1.0238095238095235,1.0
595,top,52,GFP,minus35,6,5.2256649872466525e-06,"[44, 50]",626,15033,1.0103442745643112,1.024390243902439
596,top,52,GFP,minus35,6,0.23464894387130086,"[54, 60]",15629,30,1.0238095238095235,1.0026178010471205
597,top,52,GFP,minus35,6,0.22590549539787386,"[59, 65]",15419,240,1.0238095238095235,1.0215491768678768
598,top,52,GFP,minus35,6,0.2574000478418641,"[65, 71]",15640,19,1.0238095238095235,1.0547945205479452
599,top,52,GFP,minus35,6,0.0014535107543893074,"[66, 72]",15636,23,1.0238095238095235,1.0
600,top,52,GFP,minus35,6,0.0006121985883123997,"[78, 84]",15193,466,1.0241935483870968,1.0114659307444642
601,top,52,GFP,minus35,6,0.0011885556158484547,"[79, 85]",1388,14271,1.0170656415632826,1.024390243902439
602,top,52,GFP,minus35,6,0.0016175332167354122,"[80, 86]",1433,14226,1.0169491525423728,1.024390243902439
603,top,52,GFP,minus35,6,0.08553663735376806,"[81, 87]",15197,462,1.0240963855421688,1.0118667917448405
604,top,52,GFP,minus35,6,0.00016759469640473566,"[88, 94]",15613,46,1.024,1.0
605,top,52,GFP,minus35,6,0.29142048315381575,"[90, 96]",15644,15,1.0238095238095235,1.0
606,top,52,GFP,minus35,6,0.29142048315381575,"[91, 97]",15644,15,1.0238095238095235,1.0
607,top,52,GFP,minus35,6,0.35444203519175277,"[92, 98]",817,14842,1.023076923076923,1.0238095238095235
608,top,52,GFP,minus35,6,0.06522249604522297,"[95, 101]",15438,221,1.0238095238095235,1.017721518987342
609,top,52,GFP,minus35,6,0.20754185248233425,"[96, 102]",15630,29,1.0238095238095235,1.0106382978723405
610,top,52,GFP,minus35,6,0.1886810814922084,"[97, 103]",15626,33,1.0238095238095235,1.0106382978723405
611,top,52,GFP,minus35,6,0.38558953551875674,"[98, 104]",1135,14524,1.0232558139534884,1.0238095238095235
612,top,52,GFP,minus35,6,0.19277232546648648,"[99, 105]",15632,27,1.0238095238095235,1.0089285714285714
613,top,52,GFP,minus35,6,0.8525745573047474,"[104, 110]",1511,14148,1.022222222222222,1.024026799442696
614,top,52,GFP,minus35,6,0.7133156179168023,"[110, 116]",15208,451,1.0239520958083832,1.019736842105263
615,top,52,GFP,minus35,6,0.0017031114251482486,"[111, 117]",1431,14228,1.0178571428571428,1.024390243902439
616,top,52,GFP,minus35,6,0.580419385831132,"[112, 118]",15592,67,1.0238095238095235,1.021551724137931
617,top,52,GFP,minus35,6,0.13948098613341062,"[113, 119]",1129,14530,1.018867924528302,1.0243347622909666
618,top,52,GFP,minus35,6,0.7243973050661083,"[120, 126]",15611,48,1.0238095238095235,1.02057801353576
619,top,52,GFP,minus35,6,0.30812936782080136,"[121, 127]",15563,96,1.0238095238095235,1.037593984962406
620,top,52,GFP,minus35,6,4.7647392329258334e-05,"[124, 130]",15582,77,1.0240308087924999,1.0
621,top,52,GFP,minus35,6,0.012480068300321463,"[126, 132]",15589,70,1.024,1.0
622,top,52,GFP,minus35,6,0.002138266697708399,"[130, 136]",15604,55,1.0238095238095235,1.0
623,top,52,RFP,minus10,6,0.03696661044351452,"[0, 6]",15635,24,1.0,1.0
624,top,52,RFP,minus10,6,0.1872579506803791,"[4, 10]",15415,244,1.0,1.0
625,top,52,RFP,minus10,6,0.48987265705438743,"[18, 24]",15586,73,1.0,1.0
626,top,52,RFP,minus10,6,0.011061938758093725,"[20, 26]",15567,92,1.0,1.0
627,top,52,RFP,minus10,6,0.16824943162309758,"[23, 29]",15528,131,1.0,1.0
628,top,52,RFP,minus10,6,0.25318462982932466,"[27, 33]",15553,106,1.0,1.0
629,top,52,RFP,minus10,6,0.1603052159346492,"[28, 34]",15532,127,1.0,1.0
630,top,52,RFP,minus10,6,0.01959029743705351,"[32, 38]",15572,87,1.0,1.0
631,top,52,RFP,minus10,6,0.9199220460795904,"[34, 40]",15614,45,1.0,1.0
632,top,52,RFP,minus10,6,0.6539121663075491,"[36, 42]",15636,23,1.0,1.0
633,top,52,RFP,minus10,6,0.918416453161934,"[37, 43]",15634,25,1.0,1.0
634,top,52,RFP,minus10,6,7.035819951464703e-06,"[39, 45]",15647,12,1.0,1.498093058733791
635,top,52,RFP,minus10,6,0.18337895312361352,"[46, 52]",15633,26,1.0,1.0
636,top,52,RFP,minus10,6,0.16641957848530298,"[49, 55]",15609,50,1.0,1.0
637,top,52,RFP,minus10,6,0.020777385409404513,"[54, 60]",1401,14258,1.0,1.0
638,top,52,RFP,minus10,6,0.19667237600890286,"[64, 70]",15617,42,1.0,1.0
639,top,52,RFP,minus10,6,0.10761054713446856,"[66, 72]",15623,36,1.0,1.0
640,top,52,RFP,minus10,6,0.5498214105212802,"[76, 82]",960,14699,1.0,1.0
641,top,52,RFP,minus10,6,0.11637443820634116,"[80, 86]",15626,33,1.0,1.0
642,top,52,RFP,minus10,6,0.017675404450347376,"[81, 87]",15640,19,1.0,1.0
643,top,52,RFP,minus10,6,0.7067256734955882,"[82, 88]",15645,14,1.0,1.0
644,top,52,RFP,minus10,6,0.13237090210428384,"[83, 89]",15610,49,1.0,1.0
645,top,52,RFP,minus10,6,0.17987990907785023,"[88, 94]",15620,39,1.0,1.0
646,top,52,RFP,minus10,6,0.10072713151118629,"[90, 96]",15634,25,1.0,1.0
647,top,52,RFP,minus10,6,0.5336807910593941,"[93, 99]",15644,15,1.0,1.0
648,top,52,RFP,minus10,6,0.3616813237984856,"[96, 102]",15624,35,1.0,1.0
649,top,52,RFP,minus10,6,0.5683381487688193,"[99, 105]",663,14996,1.0,1.0
650,top,52,RFP,minus10,6,0.9026854805385887,"[100, 106]",15632,27,1.0,1.0
651,top,52,RFP,minus10,6,0.29014374573275525,"[106, 112]",15630,29,1.0,1.0
652,top,52,RFP,minus10,6,0.09030055446073555,"[108, 114]",15629,30,1.0,1.0
653,top,52,RFP,minus10,6,0.6725812081275124,"[114, 120]",15632,27,1.0,1.0
654,top,52,RFP,minus10,6,0.7916518771069818,"[115, 121]",15613,46,1.0,1.0
655,top,52,RFP,minus10,6,0.18408544650538117,"[121, 127]",1263,14396,1.0,1.0
656,top,52,RFP,minus10,6,0.7052807919201696,"[124, 130]",15559,100,1.0,1.0
657,top,52,RFP,minus10,6,0.7192102364252951,"[126, 132]",15641,18,1.0,1.0
658,top,52,RFP,minus10,6,0.5196187305701196,"[134, 140]",15643,16,1.0,1.0
659,top,52,RFP,minus35,6,0.5040872799008264,"[8, 14]",15641,18,1.0,1.0
660,top,52,RFP,minus35,6,0.5087632328325578,"[9, 15]",15647,12,1.0,1.0
661,top,52,RFP,minus35,6,0.02428474317762797,"[24, 30]",15579,80,1.0,1.0
662,top,52,RFP,minus35,6,0.6377875196589351,"[25, 31]",15631,28,1.0,1.0
663,top,52,RFP,minus35,6,0.3189223235414531,"[31, 37]",15620,39,1.0,1.0
664,top,52,RFP,minus35,6,0.5020102964173964,"[32, 38]",15615,44,1.0,1.0
665,top,52,RFP,minus35,6,0.9492268399604141,"[36, 42]",15510,149,1.0,1.0
666,top,52,RFP,minus35,6,0.1740704557495686,"[37, 43]",15620,39,1.0,1.0
667,top,52,RFP,minus35,6,0.6896894173784164,"[39, 45]",15623,36,1.0,1.0
668,top,52,RFP,minus35,6,9.867164728253277e-13,"[44, 50]",626,15033,1.0,1.0
669,top,52,RFP,minus35,6,0.01888692723694424,"[54, 60]",15629,30,1.0,1.0
670,top,52,RFP,minus35,6,0.0007574234612263229,"[59, 65]",15419,240,1.0,1.0
671,top,52,RFP,minus35,6,0.4992246486845233,"[65, 71]",15640,19,1.0,1.0
672,top,52,RFP,minus35,6,0.7722228442679329,"[66, 72]",15636,23,1.0,1.0
673,top,52,RFP,minus35,6,0.004665585344560084,"[78, 84]",15193,466,1.0,1.0
674,top,52,RFP,minus35,6,0.9713027412026864,"[79, 85]",1388,14271,1.0,1.0
675,top,52,RFP,minus35,6,0.9713254797079912,"[80, 86]",1433,14226,1.0,1.0
676,top,52,RFP,minus35,6,0.0948426093987719,"[81, 87]",15197,462,1.0,1.0
677,top,52,RFP,minus35,6,0.7464823038379204,"[88, 94]",15613,46,1.0,1.0
678,top,52,RFP,minus35,6,0.5336807910593941,"[90, 96]",15644,15,1.0,1.0
679,top,52,RFP,minus35,6,0.5336807910593941,"[91, 97]",15644,15,1.0,1.0
680,top,52,RFP,minus35,6,0.12820781039392065,"[92, 98]",817,14842,1.0,1.0
681,top,52,RFP,minus35,6,0.5018191518282894,"[95, 101]",15438,221,1.0,1.0
682,top,52,RFP,minus35,6,0.7349985314541249,"[96, 102]",15630,29,1.0,1.0
683,top,52,RFP,minus35,6,0.9378103815903477,"[97, 103]",15626,33,1.0,1.0
684,top,52,RFP,minus35,6,0.3955597983697522,"[98, 104]",1135,14524,1.0,1.0
685,top,52,RFP,minus35,6,0.9026854805385887,"[99, 105]",15632,27,1.0,1.0
686,top,52,RFP,minus35,6,0.8953992276465106,"[104, 110]",1511,14148,1.0,1.0
687,top,52,RFP,minus35,6,0.9650444800022356,"[110, 116]",15208,451,1.0,1.0
688,top,52,RFP,minus35,6,0.022007719249068938,"[111, 117]",1431,14228,1.0,1.0
689,top,52,RFP,minus35,6,0.07008909686455467,"[112, 118]",15592,67,1.0,1.0
690,top,52,RFP,minus35,6,0.9293337155846864,"[113, 119]",1129,14530,1.0,1.0
691,top,52,RFP,minus35,6,0.028911379325286785,"[120, 126]",15611,48,1.0,1.0
692,top,52,RFP,minus35,6,0.3745036127010557,"[121, 127]",15563,96,1.0,1.0
693,top,52,RFP,minus35,6,0.3072182027953988,"[124, 130]",15582,77,1.0,1.0
694,top,52,RFP,minus35,6,0.05690539210557501,"[126, 132]",15589,70,1.0,1.0
695,top,52,RFP,minus35,6,0.3262987712437726,"[130, 136]",15604,55,1.0,1.0
696,top,72,GFP,minus10,6,0.002170369891566176,"[4, 10]",11127,16,1.0176470588235291,1.0
697,top,72,GFP,minus10,6,0.0062871195178476474,"[6, 12]",11082,61,1.0176470588235291,1.0
698,top,72,GFP,minus10,6,0.5327584866761808,"[9, 15]",744,10399,1.0123475609756096,1.0178571428571428
699,top,72,GFP,minus10,6,0.41631506186043277,"[21, 27]",11078,65,1.0175438596491229,1.0098039215686274
700,top,72,GFP,minus10,6,0.10469187019095672,"[38, 44]",11113,30,1.0175438596491229,1.0
701,top,72,GFP,minus10,6,1.4617674363188816e-06,"[43, 49]",11047,96,1.0178571428571428,1.0
702,top,72,GFP,minus10,6,0.3299536565992377,"[46, 52]",10911,232,1.017467248908297,1.022222222222222
703,top,72,GFP,minus10,6,0.23308832443119198,"[49, 55]",669,10474,1.0142857142857142,1.0176730869338884
704,top,72,GFP,minus10,6,0.9669490793659169,"[51, 57]",958,10185,1.0201681241949698,1.0173410404624277
705,top,72,GFP,minus10,6,0.004200940063476589,"[54, 60]",863,10280,1.0121951219512195,1.018018018018018
706,top,72,GFP,minus10,6,0.009716126542812266,"[59, 65]",11120,23,1.0175438596491229,1.0
707,top,72,GFP,minus10,6,0.004550436925090123,"[60, 66]",961,10182,1.0089285714285714,1.0185185185185186
708,top,72,GFP,minus10,6,0.029434491434587436,"[62, 68]",11041,102,1.017721518987342,1.0
709,top,72,GFP,minus10,6,3.5154728632899305e-05,"[67, 73]",996,10147,1.0069444444444444,1.0185185185185186
710,top,72,GFP,minus10,6,0.13431188670871824,"[73, 79]",11103,40,1.0175438596491229,1.003192722808573
711,top,72,GFP,minus10,6,0.0024388146194986447,"[80, 86]",11106,37,1.0176470588235291,1.0
712,top,72,GFP,minus10,6,0.03752407325264123,"[85, 91]",11112,31,1.0175954592363259,1.0
713,top,72,GFP,minus10,6,0.9037757424579559,"[101, 107]",11088,55,1.0175438596491229,1.0101010101010102
714,top,72,GFP,minus10,6,0.00021922991557390593,"[107, 113]",814,10329,1.0079052618422697,1.0185185185185186
715,top,72,GFP,minus10,6,0.044043592024707486,"[112, 118]",11120,23,1.0175438596491229,1.0
716,top,72,GFP,minus10,6,0.0013404665485144368,"[113, 119]",582,10561,1.006522447707046,1.0182926829268293
717,top,72,GFP,minus10,6,0.28565650257854536,"[115, 121]",11109,34,1.0175438596491229,1.0041322314049586
718,top,72,GFP,minus10,6,0.011141337974776502,"[119, 125]",11096,47,1.0175219298245615,1.065217391304348
719,top,72,GFP,minus10,6,0.7706982847340991,"[125, 131]",11110,33,1.0175438596491229,1.0232558139534884
720,top,72,GFP,minus10,6,0.19261716663248518,"[128, 134]",11118,25,1.0175438596491229,1.0379746835443038
721,top,72,GFP,minus10,6,0.3516326999362295,"[135, 141]",11123,20,1.0175438596491229,1.0345238095238096
722,top,72,GFP,minus35,6,0.12132209043701302,"[10, 16]",11125,18,1.0175438596491229,1.0025445292620865
723,top,72,GFP,minus35,6,0.0010592595522714817,"[15, 21]",665,10478,1.0098039215686274,1.0182926829268293
724,top,72,GFP,minus35,6,0.3678554668637276,"[19, 25]",11111,32,1.0175438596491229,1.0078534031413613
725,top,72,GFP,minus35,6,0.0006333225355747968,"[23, 29]",612,10531,1.0085642378927822,1.0182926829268293
726,top,72,GFP,minus35,6,0.6013205436715175,"[29, 35]",11133,10,1.0175438596491229,1.0115384615384615
727,top,72,GFP,minus35,6,0.12240183668629287,"[34, 40]",11113,30,1.0175438596491229,1.0
728,top,72,GFP,minus35,6,0.6552288832875718,"[37, 43]",11125,18,1.0175438596491229,1.0090369270736685
729,top,72,GFP,minus35,6,0.002470434501644085,"[42, 48]",11122,21,1.0175954592363259,1.0
730,top,72,GFP,minus35,6,0.13537803202053578,"[43, 49]",11076,67,1.0175438596491229,1.018181818181818
731,top,72,GFP,minus35,6,0.6626691583119118,"[47, 53]",11095,48,1.0175438596491229,1.0234622265033715
732,top,72,GFP,minus35,6,0.5815311446245592,"[48, 54]",11050,93,1.0175438596491229,1.0207253886010363
733,top,72,GFP,minus35,6,0.08596741662597515,"[51, 57]",11060,83,1.0174545546867066,1.0434782608695652
734,top,72,GFP,minus35,6,2.805294906554901e-05,"[56, 62]",11098,45,1.0177364991386415,1.0
735,top,72,GFP,minus35,6,0.00042486972109841517,"[59, 65]",1114,10029,1.008919515542032,1.0186335403726707
736,top,72,GFP,minus35,6,0.8979174027214256,"[63, 69]",11115,28,1.0175438596491229,1.0096168431271426
737,top,72,GFP,minus35,6,4.030024843213056e-05,"[64, 70]",11068,75,1.0178306485799067,1.0
738,top,72,GFP,minus35,6,0.01605505580429892,"[65, 71]",11120,23,1.0175438596491229,1.0
739,top,72,GFP,minus35,6,0.0032166207772168307,"[69, 75]",11123,20,1.0175438596491229,1.0
740,top,72,GFP,minus35,6,6.18816756419847e-05,"[72, 78]",10980,163,1.0178571428571428,1.0
741,top,72,GFP,minus35,6,0.02467705888865106,"[85, 91]",11084,59,1.0176730869338884,1.0
742,top,72,GFP,minus35,6,0.7486170376120442,"[87, 93]",11112,31,1.0175438596491229,1.0
743,top,72,GFP,minus35,6,5.019000742231238e-07,"[88, 94]",11061,82,1.0178571428571428,1.0
744,top,72,GFP,minus35,6,0.31797115593613734,"[96, 102]",11010,133,1.0175954592363259,1.0071942446043165
745,top,72,GFP,minus35,6,0.3031709980766095,"[105, 111]",11110,33,1.0175438596491229,1.0071428571428571
746,top,72,GFP,minus35,6,0.03409946150381008,"[106, 112]",10986,157,1.0175219298245615,1.0193548387096774
747,top,72,GFP,minus35,6,0.7940255586356738,"[111, 117]",11107,36,1.0175438596491229,1.005509641873278
748,top,72,GFP,minus35,6,0.01691420303271423,"[112, 118]",11049,94,1.0175438596491229,1.0256410256410255
749,top,72,GFP,minus35,6,0.5633337001335885,"[113, 119]",11116,27,1.0175438596491229,1.0256410256410255
750,top,72,GFP,minus35,6,8.004742039341374e-10,"[117, 123]",780,10363,1.0034166841284256,1.0186915887850467
751,top,72,GFP,minus35,6,0.02124299545330204,"[121, 127]",741,10402,1.0103092783505154,1.018181818181818
752,top,72,GFP,minus35,6,0.8548155093436708,"[128, 134]",11133,10,1.0175438596491229,1.0133236694226708
753,top,72,GFP,minus35,6,0.38771858889352073,"[129, 135]",11129,14,1.0175438596491229,1.0037313432835822
754,top,72,GFP,minus35,6,0.1943723357108551,"[130, 136]",11096,47,1.0175438596491229,1.0048309178743962
755,top,72,GFP,minus35,6,4.639055816948927e-05,"[134, 140]",11017,126,1.017391304347826,1.0622577519379846
756,top,72,GFP,minus35,6,0.31079416487737443,"[135, 141]",11099,44,1.0175438596491229,1.0123481781376518
757,top,72,RFP,minus10,6,0.4652924598954862,"[4, 10]",11127,16,1.818181818181818,1.6709821428571427
758,top,72,RFP,minus10,6,7.90372977437654e-05,"[6, 12]",11082,61,1.818181818181818,1.5238095238095235
759,top,72,RFP,minus10,6,9.243327506923077e-09,"[9, 15]",744,10399,1.891891891891892,1.812080536912752
760,top,72,RFP,minus10,6,0.991498776800977,"[21, 27]",11078,65,1.818181818181818,1.8333333333333333
761,top,72,RFP,minus10,6,0.6112120262578811,"[38, 44]",11113,30,1.818181818181818,1.8156479217603914
762,top,72,RFP,minus10,6,0.1802595988187855,"[43, 49]",11047,96,1.818181818181818,1.8571428571428568
763,top,72,RFP,minus10,6,7.672460648294948e-05,"[46, 52]",10911,232,1.818181818181818,1.5773809523809523
764,top,72,RFP,minus10,6,1.2263365941837558e-13,"[49, 55]",669,10474,1.2142857142857142,1.826086956521739
765,top,72,RFP,minus10,6,1.8612593450576277e-41,"[51, 57]",958,10185,1.1666666666666667,1.8333333333333333
766,top,72,RFP,minus10,6,0.00032464116736141896,"[54, 60]",863,10280,1.875,1.8141780330222543
767,top,72,RFP,minus10,6,0.31984897042953553,"[59, 65]",11120,23,1.818181818181818,1.8125
768,top,72,RFP,minus10,6,1.4125046110322924e-13,"[60, 66]",961,10182,1.9273607748184016,1.8
769,top,72,RFP,minus10,6,2.0336000139001502e-06,"[62, 68]",11041,102,1.818181818181818,1.97961937716263
770,top,72,RFP,minus10,6,2.468445077714178e-10,"[67, 73]",996,10147,1.6923076923076923,1.8285714285714283
771,top,72,RFP,minus10,6,0.031328465880289154,"[73, 79]",11103,40,1.818181818181818,1.55
772,top,72,RFP,minus10,6,0.2606110329114768,"[80, 86]",11106,37,1.818181818181818,1.6428571428571428
773,top,72,RFP,minus10,6,0.7038846602655902,"[85, 91]",11112,31,1.818181818181818,1.8666666666666667
774,top,72,RFP,minus10,6,0.11253391318647218,"[101, 107]",11088,55,1.818181818181818,1.9781021897810216
775,top,72,RFP,minus10,6,1.2567079408517254e-10,"[107, 113]",814,10329,1.9045086119554204,1.806451612903225
776,top,72,RFP,minus10,6,0.21095462587638503,"[112, 118]",11120,23,1.818181818181818,1.896551724137931
777,top,72,RFP,minus10,6,0.001205404782783297,"[113, 119]",582,10561,1.9,1.8125
778,top,72,RFP,minus10,6,0.8390984003508424,"[115, 121]",11109,34,1.818181818181818,1.7690008152912402
779,top,72,RFP,minus10,6,0.48372498648730744,"[119, 125]",11096,47,1.818181818181818,1.8455284552845528
780,top,72,RFP,minus10,6,0.5141606133192542,"[125, 131]",11110,33,1.818181818181818,1.683673469387755
781,top,72,RFP,minus10,6,0.01621964961200297,"[128, 134]",11118,25,1.818181818181818,1.9705882352941173
782,top,72,RFP,minus10,6,0.12509488192435372,"[135, 141]",11123,20,1.818181818181818,1.9859564403271903
783,top,72,RFP,minus35,6,0.07054059287680463,"[10, 16]",11125,18,1.818181818181818,1.9880952380952381
784,top,72,RFP,minus35,6,0.08368077110609975,"[15, 21]",665,10478,1.8333333333333333,1.818181818181818
785,top,72,RFP,minus35,6,0.3886098889961408,"[19, 25]",11111,32,1.818181818181818,1.5416666666666667
786,top,72,RFP,minus35,6,0.01591610202396801,"[23, 29]",612,10531,1.8571428571428568,1.8148148148148149
787,top,72,RFP,minus35,6,0.38603648167854343,"[29, 35]",11133,10,1.818181818181818,1.6256495040151158
788,top,72,RFP,minus35,6,0.9187257626658097,"[34, 40]",11113,30,1.818181818181818,1.832314588427058
789,top,72,RFP,minus35,6,0.007674722400987017,"[37, 43]",11125,18,1.818181818181818,1.390069500133654
790,top,72,RFP,minus35,6,0.006123728831057785,"[42, 48]",11122,21,1.818181818181818,1.3472222222222223
791,top,72,RFP,minus35,6,7.198491318165403e-16,"[43, 49]",11076,67,1.818181818181818,1.0625
792,top,72,RFP,minus35,6,1.0511821235275532e-20,"[47, 53]",11095,48,1.818181818181818,1.017496429300143
793,top,72,RFP,minus35,6,5.992484144988308e-32,"[48, 54]",11050,93,1.8184476342371076,1.045045045045045
794,top,72,RFP,minus35,6,2.2114861669823067e-34,"[51, 57]",11060,83,1.8184476342371076,1.0089285714285714
795,top,72,RFP,minus35,6,0.00013973986746999303,"[56, 62]",11098,45,1.818181818181818,1.3672131147540985
796,top,72,RFP,minus35,6,2.2976934685925717e-22,"[59, 65]",1114,10029,1.9285714285714288,1.8
797,top,72,RFP,minus35,6,0.048942289934650836,"[63, 69]",11115,28,1.818181818181818,1.5723684210526319
798,top,72,RFP,minus35,6,2.4222960226470575e-05,"[64, 70]",11068,75,1.8176930596285432,1.9753086419753083
799,top,72,RFP,minus35,6,0.25412248462010245,"[65, 71]",11120,23,1.818181818181818,1.8888888888888888
800,top,72,RFP,minus35,6,0.6126082726090646,"[69, 75]",11123,20,1.818181818181818,1.8166666666666667
801,top,72,RFP,minus35,6,0.001721284898887678,"[72, 78]",10980,163,1.818181818181818,1.6363636363636365
