Orientation,Parent,Fluor,PWM,Window_size,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,fluorescence_change,Hotspot_ID
bottom,P1,RFP,minus10,6,6.437715363936468e-08,"[122, 128]",62538,279,1.0555555555555556,1.0246913580246917,1.0067322983235618e-06,True,gain,-0.0308641975308638,8
bottom,P1,RFP,minus10,6,0.0010352769631292,"[130, 136]",62798,19,1.0555555555555556,1.0,0.0061855640165355,True,gain,-0.0555555555555555,9
bottom,P1,RFP,minus10,6,7.220232392329137e-211,"[131, 137]",3144,59673,1.0,1.0603337612323491,9.202186184023484e-208,True,loss,-0.0603337612323491,9
bottom,P1,RFP,minus35,6,2.834689618562922e-44,"[107, 113]",62689,128,1.0555555555555556,1.8,4.2503669633628745e-42,True,gain,0.7444444444444445,6
bottom,P1,RFP,minus35,6,2.2145613183288004e-16,"[111, 117]",62514,303,1.0555555555555556,1.0,9.487255126756492e-15,True,gain,-0.0555555555555555,6
bottom,P1,RFP,minus35,6,9.871597509721008e-05,"[117, 123]",62521,296,1.0555555555555556,1.1143790849673203,0.0008052064656729,True,gain,0.0588235294117647,8
bottom,P1,RFP,minus35,6,2.49721349749436e-05,"[118, 124]",62787,30,1.0555555555555556,1.4432013769363166,0.0002379587740229,True,gain,0.387645821380761,8
bottom,P1,RFP,minus35,6,0.0003165686310227,"[119, 125]",62795,22,1.0555555555555556,1.0,0.0022477254609383,True,gain,-0.0555555555555555,8
bottom,P1,RFP,minus35,6,1.568863412410577e-09,"[120, 126]",7956,54861,1.0369516982420208,1.0576923076923077,3.1738355859004454e-08,True,loss,-0.0207406094502868,8
bottom,P1,RFP,minus35,6,4.4268188162878616e-30,"[130, 136]",62493,324,1.0555555555555556,1.0,3.639987471844438e-28,True,gain,-0.0555555555555555,9
bottom,P1,RFP,minus35,6,9.330132132198465e-34,"[131, 137]",62573,244,1.0555555555555556,1.0,8.80833585369403e-32,True,gain,-0.0555555555555555,9
bottom,P2,GFP,minus10,6,0.0027422301054361,"[15, 21]",29528,106,1.0377358490566038,1.0208423795049932,0.0139519851072986,True,gain,-0.0168934695516105,13
bottom,P2,GFP,minus10,6,3.8521129512724657e-22,"[63, 69]",29474,160,1.0382259273136003,1.0,2.134573024520329e-20,True,gain,-0.0382259273136003,12
bottom,P2,GFP,minus10,6,8.858940296834273e-13,"[66, 72]",29542,92,1.037858312858313,1.0,2.6257486996082048e-11,True,gain,-0.0378583128583129,12
bottom,P2,GFP,minus10,6,0.0001406662612359,"[70, 76]",29026,608,1.037037037037037,1.0576976421636617,0.0010948345034818,True,gain,0.0206606051266247,12
bottom,P2,GFP,minus10,6,1.9665551755748588e-07,"[82, 88]",29475,159,1.0377358490566038,1.0,2.8240840239663748e-06,True,gain,-0.0377358490566037,11
bottom,P2,GFP,minus10,6,2.06699564574292e-13,"[105, 111]",29465,169,1.0379746835443038,1.0,6.627386038992079e-12,True,gain,-0.0379746835443037,10
bottom,P2,GFP,minus10,6,0.0015857674392845,"[107, 113]",1497,28137,1.0311004784688995,1.0380952380952382,0.0088545919008459,True,loss,-0.0069947596263386,10
bottom,P2,GFP,minus10,6,1.4114609013706239e-09,"[108, 114]",29506,128,1.0373673103470162,1.161111111111111,2.8667839343376262e-08,True,gain,0.1237438007640947,10
bottom,P2,GFP,minus35,6,1.7786893283564415e-10,"[11, 17]",2114,27520,1.0454545454545454,1.037037037037037,4.159522108239054e-09,True,loss,0.0084175084175084,13
bottom,P2,GFP,minus35,6,0.0005198966155953,"[17, 23]",1709,27925,1.0277777777777777,1.0384615384615383,0.0034691530710796,True,loss,-0.0106837606837606,13
bottom,P2,GFP,minus35,6,0.0003451826372596,"[61, 67]",29557,77,1.0377358490566038,1.0030487804878048,0.0024205516984173,True,gain,-0.0346870685687989,12
bottom,P2,GFP,minus35,6,2.0307741817024505e-05,"[62, 68]",29279,355,1.037037037037037,1.0677966101694916,0.0001975741751587,True,gain,0.0307595731324545,12
bottom,P2,GFP,minus35,6,3.8950948281599706e-05,"[65, 71]",2859,26775,1.0298013245033113,1.0384615384615383,0.0003533308440206,True,loss,-0.008660213958227,12
bottom,P2,GFP,minus35,6,0.0021046066183428,"[66, 72]",29520,114,1.0377358490566038,1.0,0.0111415208102924,True,gain,-0.0377358490566037,12
bottom,P2,GFP,minus35,6,7.729856168572272e-05,"[75, 81]",29610,24,1.037593984962406,1.0,0.0006492060419667,True,gain,-0.037593984962406,11
bottom,P3,GFP,minus10,6,7.321045778142338e-06,"[0, 6]",19902,80,1.03125,1.0,7.791793606883015e-05,True,gain,-0.03125,16
bottom,P3,GFP,minus10,6,4.59197434168994e-08,"[6, 12]",19848,134,1.03125,1.0,7.503168331389523e-07,True,gain,-0.03125,16
bottom,P3,GFP,minus10,6,0.0001923574261731,"[16, 22]",19930,52,1.03125,1.0,0.0014527972720451,True,gain,-0.03125,15
bottom,P3,GFP,minus10,6,9.679037236114777e-13,"[27, 33]",19492,490,1.0304602144754096,1.063302925299955,2.835846656880065e-11,True,gain,0.0328427108245454,14
bottom,P3,GFP,minus10,6,1.3585195078911456e-05,"[32, 38]",19932,50,1.03125,1.0,0.000137688517917,True,gain,-0.03125,14
bottom,P3,GFP,minus35,6,8.307174593605594e-05,"[4, 10]",19890,92,1.03125,1.0,0.0006874996116591,True,gain,-0.03125,16
bottom,P3,GFP,minus35,6,0.002082869737097,"[15, 21]",19722,260,1.0310211173483026,1.0526315789473684,0.0110609061663755,True,gain,0.0216104615990657,15
bottom,P3,GFP,minus35,6,0.0002059044932594,"[32, 38]",19934,48,1.03125,1.0,0.0015482317207026,True,gain,-0.03125,14
bottom,P3,GFP,minus35,6,0.0009287884983065,"[33, 39]",19937,45,1.03125,1.0,0.0056910622167867,True,gain,-0.03125,14
bottom,P3,RFP,minus10,6,7.223933019045854e-29,"[77, 83]",19934,48,1.0,1.2566287878787878,5.6657862355531936e-27,True,gain,0.2566287878787878,18
bottom,P3,RFP,minus10,6,3.988560040813178e-07,"[90, 96]",1148,18834,1.0,1.0,5.495588942720427e-06,True,loss,0.0,20
bottom,P3,RFP,minus10,6,0.0005503467760556,"[92, 98]",19805,177,1.0,1.0,0.0036389985270187,True,gain,0.0,20
bottom,P3,RFP,minus35,6,1.1678188105569114e-31,"[67, 73]",19915,67,1.0,1.5,1.0090746264778195e-29,True,gain,0.5,17
bottom,P3,RFP,minus35,6,4.566120333742248e-24,"[77, 83]",19949,33,1.0,1.3658536585365857,2.946592590052909e-22,True,gain,0.3658536585365857,18
bottom,P5,GFP,minus10,6,0.0090931845820286,"[22, 28]",1300,14359,1.016620626151013,1.024390243902439,0.0379353968896741,True,loss,-0.0077696177514261,23
bottom,P5,GFP,minus10,6,0.0014118834046736,"[24, 30]",15530,129,1.0236686390532543,1.062937062937063,0.0080242827168628,True,gain,0.0392684238838085,23
bottom,P5,GFP,minus10,6,0.0055248693103252,"[44, 50]",15569,90,1.0238095238095235,1.0017182130584192,0.0249475498175711,True,gain,-0.0220913107511042,22
bottom,P5,GFP,minus10,6,0.0067106075239337,"[49, 55]",15588,71,1.0239520958083832,1.0,0.029479726755093,True,gain,-0.0239520958083832,22
bottom,P5,GFP,minus10,6,0.0046188817405967,"[52, 58]",15639,20,1.0238095238095235,1.0,0.0215830056036315,True,gain,-0.0238095238095235,22
bottom,P5,GFP,minus10,6,0.0033757760908667,"[86, 92]",15577,82,1.0238095238095235,1.0522108843537414,0.0165318986659351,True,gain,0.0284013605442179,21
bottom,P5,GFP,minus10,6,0.0009219232700782,"[87, 93]",15628,31,1.0238095238095235,1.0,0.0056557940202872,True,gain,-0.0238095238095235,21
bottom,P5,GFP,minus35,6,0.0002326451144646,"[33, 39]",1466,14193,1.0174827312182897,1.0245398773006136,0.0017213712533244,True,loss,-0.0070571460823238,23
bottom,P5,GFP,minus35,6,0.0014033544680712,"[47, 53]",1048,14611,1.025263269864908,1.0238095238095235,0.0080025739130055,True,loss,0.0014537460553845,22
bottom,P5,GFP,minus35,6,9.908478193088953e-13,"[48, 54]",784,14875,1.038817536055105,1.0232558139534884,2.8700807857026978e-11,True,loss,0.0155617221016166,22
bottom,P5,GFP,minus35,6,7.341107716742602e-07,"[77, 83]",15544,115,1.0240963855421688,1.0,9.645610087616956e-06,True,gain,-0.0240963855421687,21
bottom,P5,GFP,minus35,6,2.0506684238275986e-13,"[81, 87]",15540,119,1.0243347622909666,1.0,6.61665039536272e-12,True,gain,-0.0243347622909666,21
bottom,P6,RFP,minus10,6,0.005143781791007,"[68, 74]",11100,43,1.818181818181818,1.5394736842105263,0.0236456263034749,True,gain,-0.2787081339712915,24
bottom,P6,RFP,minus10,6,1.6871792079070166e-25,"[76, 82]",11080,63,1.8148148148148149,2.7871720116618075,1.1946166113763849e-23,True,gain,0.9723571968469926,24
bottom,P6,RFP,minus10,6,1.1432869048387552e-27,"[92, 98]",930,10213,1.263768115942029,1.8333333333333333,8.699218866967126e-26,True,loss,-0.5695652173913042,27
bottom,P6,RFP,minus10,6,3.220143972800473e-72,"[94, 100]",934,10209,1.1,1.8333333333333333,8.208146986668407e-70,True,loss,-0.7333333333333332,27
bottom,P6,RFP,minus10,6,1.159950015181499e-232,"[97, 103]",588,10555,1.024985174318799,1.8461538461538465,2.956712588697641e-229,True,loss,-0.8211686718350475,27
bottom,P6,RFP,minus35,6,0.0045651382452766,"[72, 78]",11112,31,1.818181818181818,2.0,0.0214300872692634,True,gain,0.1818181818181821,24
bottom,P6,RFP,minus35,6,6.8688648235499694e-09,"[73, 79]",11107,36,1.818181818181818,1.032249742002064,1.2486454467921686e-07,True,gain,-0.7859320761797539,24
bottom,P6,RFP,minus35,6,3.149726747460415e-30,"[74, 80]",982,10161,1.5,1.8333333333333333,2.6323454030415077e-28,True,loss,-0.3333333333333332,24
bottom,P6,RFP,minus35,6,1.4855270959255274e-10,"[86, 92]",11070,73,1.8153021442495128,2.0,3.5388865116954853e-09,True,gain,0.1846978557504872,25
bottom,P6,RFP,minus35,6,0.0020625686561539,"[87, 93]",10969,174,1.818181818181818,1.6,0.0109759655627062,True,gain,-0.2181818181818178,25
bottom,P6,RFP,minus35,6,2.121730285166809e-22,"[97, 103]",11099,44,1.818181818181818,1.0085367625690207,1.2291569311114083e-20,True,gain,-0.8096450556127972,27
bottom,P6,RFP,minus35,6,2.071712028240773e-42,"[102, 108]",706,10437,1.4253968253968257,1.8333333333333333,2.8544832216139083e-40,True,loss,-0.4079365079365076,27
bottom,P8,RFP,minus10,6,4.583019389458886e-08,"[104, 110]",8944,18,1.3392859812152769,1.9803499894581489,7.503168331389523e-07,True,gain,0.641064008242872,28
bottom,P8,RFP,minus10,6,6.861040686053028e-24,"[109, 115]",666,8296,1.0581473968897903,1.375,4.372198177187294e-22,True,loss,-0.3168526031102097,28
bottom,P8,RFP,minus10,6,4.02048722995276e-74,"[128, 134]",955,8007,1.0042194092827004,1.3846153846153846,1.0787602051736404e-71,True,loss,-0.3803959753326842,30
bottom,P8,RFP,minus10,6,3.2285808641737547e-233,"[131, 137]",689,8273,1.0,1.4,1.6459305245557804e-229,True,loss,-0.3999999999999999,30
bottom,P8,RFP,minus10,6,1.1774242352734378e-10,"[133, 139]",8730,232,1.3571428571428572,1.1666666666666667,2.844790877452126e-09,True,gain,-0.1904761904761904,30
bottom,P8,RFP,minus35,6,4.927061240463015e-26,"[103, 109]",546,8416,1.6666666666666667,1.3333333333333333,3.64031278317108e-24,True,loss,0.3333333333333335,28
bottom,P8,RFP,minus35,6,1.781146172477282e-33,"[108, 114]",8854,108,1.3333333333333333,2.2414724494520764,1.650960579507124e-31,True,gain,0.9081391161187432,28
bottom,P8,RFP,minus35,6,6.115228921376963e-10,"[109, 115]",8946,16,1.3392859812152769,2.139611526826939,1.2935865992190773e-08,True,gain,0.800325545611662,28
bottom,P8,RFP,minus35,6,0.0002397071272389,"[118, 124]",8932,30,1.339025170066259,1.805555555555556,0.001758312136207,True,gain,0.4665303854892966,29
bottom,P8,RFP,minus35,6,6.757797315723393e-22,"[125, 131]",8759,203,1.3571428571428572,1.0,3.665026671867857e-20,True,gain,-0.3571428571428572,30
bottom,P8,RFP,minus35,6,1.9710866937056442e-14,"[131, 137]",8918,44,1.3517812500000002,1.001670119361953,7.076478848247445e-13,True,gain,-0.3501111306380471,30
bottom,P9,GFP,minus10,6,9.733365550525908e-12,"[4, 10]",7940,23,1.1505304356782369,2.7942601565411853,2.5710205998228535e-10,True,gain,1.6437297208629484,33
bottom,P9,GFP,minus10,6,3.3127040053822146e-07,"[5, 11]",545,7418,1.1132075471698113,1.1571428571428573,4.601679841808864e-06,True,loss,-0.0439353099730459,33
bottom,P9,GFP,minus35,6,6.574226930489205e-07,"[3, 9]",706,7257,1.1153846153846154,1.1568926123381569,8.750759501732106e-06,True,loss,-0.0415079969535414,33
bottom,P9,GFP,minus35,6,0.0002355185869576,"[4, 10]",7880,83,1.152941176470588,1.0827586206896551,0.0017375886487841,True,gain,-0.0701825557809328,33
bottom,P9,GFP,minus35,6,2.3685823626731828e-08,"[138, 144]",7846,117,1.15,1.4137931034482758,4.0520244580227803e-07,True,gain,0.2637931034482759,31
bottom,P9,GFP,minus35,6,9.664870437929452e-85,"[139, 145]",958,7005,1.5588235294117647,1.1363636363636365,3.2847672995042897e-82,True,loss,0.4224598930481282,31
bottom,P12,RFP,minus10,6,6.100582649516732e-10,"[90, 96]",219,5671,3.0238589211618256,3.216216216216216,1.2935865992190773e-08,True,loss,-0.1923572950543901,34
bottom,P12,RFP,minus10,6,0.0001405784032466,"[96, 102]",5880,10,3.208907991687134,2.8596061792863363,0.0010948345034818,True,gain,-0.3493018124007978,34
bottom,P12,RFP,minus10,6,4.967853609502844e-05,"[119, 125]",5878,12,3.208907991687134,2.603027278280172,0.0004359056402968,True,gain,-0.6058807134069619,37
bottom,P12,RFP,minus10,6,1.6005304559703629e-93,"[134, 140]",198,5692,1.8143905360886488,3.225806451612903,6.276541741951468e-91,True,loss,-1.4114159155242545,38
bottom,P12,RFP,minus10,6,1.6167436477519278e-14,"[136, 142]",5866,24,3.2058823529411766,3.9856205500488624,5.845502919318672e-13,True,gain,0.7797381971076858,38
bottom,P12,RFP,minus35,6,2.8752288407077325e-06,"[92, 98]",5878,12,3.2090527753389915,2.146567009048667,3.346556308202744e-05,True,gain,-1.0624857662903249,34
bottom,P12,RFP,minus35,6,1.4364691915662714e-25,"[93, 99]",5712,178,3.2214409293129016,2.990797804270223,1.0314253434654721e-23,True,gain,-0.2306431250426786,34
bottom,P12,RFP,minus35,6,1.4492110989370858e-23,"[94, 100]",470,5420,2.980804597701149,3.222924600152324,9.121084175779336e-22,True,loss,-0.2421200024511747,34
bottom,P12,RFP,minus35,6,1.0222463537657523e-06,"[96, 102]",541,5349,3.4680851063829787,3.2,1.3093999777632678e-05,True,loss,0.2680851063829785,34
bottom,P12,RFP,minus35,6,2.8348328383137896e-69,"[110, 116]",152,5738,1.649145299145299,3.2220727788986028,6.283468612923347e-67,True,loss,-1.5729274797533035,36
bottom,P13,RFP,minus10,6,8.890517185055406e-77,"[113, 119]",414,4911,1.0226418318523582,1.6862745098039216,2.517992033856248e-74,True,loss,-0.6636326779515633,40
bottom,P13,RFP,minus10,6,2.816395878531509e-13,"[124, 130]",5281,44,1.6176470588235294,2.0,8.808580483897934e-12,True,gain,0.3823529411764705,41
bottom,P13,RFP,minus10,6,0.0003347748169321,"[130, 136]",5311,14,1.6294779938587514,1.0199654278305963,0.0023593932176521,True,gain,-0.6095125660281551,42
bottom,P13,RFP,minus10,6,1.277356771894096e-05,"[134, 140]",5265,60,1.619047619047619,1.9466981132075472,0.0001297204148031,True,gain,0.3276504941599281,42
bottom,P13,RFP,minus35,6,9.215980230220993e-08,"[110, 116]",5282,43,1.6355731225296446,1.0299295774647887,1.3983055718353162e-06,True,gain,-0.6056435450648558,40
bottom,P13,RFP,minus35,6,1.0555498019167342e-157,"[111, 117]",544,4781,1.007660508505579,1.721122112211221,6.726491112714389e-155,True,loss,-0.713461603705642,40
bottom,P13,RFP,minus35,6,1.8026377532642799e-16,"[112, 118]",5249,76,1.64,1.0194247996228194,7.788006157746863e-15,True,gain,-0.6205752003771805,40
bottom,P13,RFP,minus35,6,0.000655253535005,"[123, 129]",5300,25,1.625,2.0,0.0041965860822305,True,gain,0.375,41
bottom,P13,RFP,minus35,6,0.0066363446322839,"[124, 130]",5305,20,1.625,1.9722222222222223,0.0292412142916018,True,gain,0.3472222222222223,41
bottom,P16,RFP,minus10,6,5.583879935296912e-43,"[84, 90]",484,3728,1.0,1.1154957759004,7.90739441948435e-41,True,loss,-0.1154957759004,43
bottom,P16,RFP,minus10,6,0.0034123208562807,"[119, 125]",4189,23,1.0909090909090908,1.0,0.0166543172004346,True,gain,-0.0909090909090908,46
bottom,P16,RFP,minus10,6,7.79361279713974e-34,"[126, 132]",4163,49,1.0869565217391304,3.077039274924472,7.64073808458046e-32,True,gain,1.9900827531853416,47
bottom,P16,RFP,minus35,6,0.0010169742058338,"[78, 84]",4090,122,1.0913729128014842,1.0429512516469035,0.0061282913727431,True,gain,-0.0484216611545806,43
bottom,P16,RFP,minus35,6,0.0058657119461505,"[82, 88]",4198,14,1.0909090909090908,1.0,0.026337149495907,True,gain,-0.0909090909090908,43
bottom,P16,RFP,minus35,6,4.3252505345213956e-17,"[103, 109]",437,3775,1.017391304347826,1.105263157894737,1.900873036637076e-15,True,loss,-0.0878718535469109,44
bottom,P16,RFP,minus35,6,0.0002905821192983,"[118, 124]",4193,19,1.0909090909090908,1.0,0.0020894042936286,True,gain,-0.0909090909090908,46
bottom,P16,RFP,minus35,6,7.051728892059725e-05,"[119, 125]",4190,22,1.0909090909090908,1.0,0.0005991618981953,True,gain,-0.0909090909090908,46
bottom,P16,RFP,minus35,6,0.0060485802890882,"[121, 127]",4198,14,1.0909090909090908,1.0036958817317845,0.026930709444342,True,gain,-0.0872132091773063,46
bottom,P16,RFP,minus35,6,2.18712412302986e-25,"[124, 130]",418,3794,1.0076090306672831,1.108108108108108,1.50675118637922e-23,True,loss,-0.1004990774408247,47
bottom,P19,GFP,minus10,6,3.28432153911487e-51,"[39, 45]",3358,98,1.5362926829268293,3.936762600582514,5.773610760830209e-49,True,gain,2.400469917655685,52
bottom,P19,GFP,minus10,6,0.0011271522089778,"[41, 47]",154,3302,1.301860420281473,1.576638878363016,0.0066200713840654,True,loss,-0.2747784580815431,52
bottom,P19,GFP,minus10,6,6.677221498871063e-14,"[44, 50]",233,3223,1.2307692307692308,1.6016949152542372,2.254336106042694e-12,True,loss,-0.3709256844850064,51
bottom,P19,GFP,minus10,6,0.00042275015883,"[69, 75]",142,3314,1.3094752929190014,1.5759222661396572,0.002900646446454,True,loss,-0.2664469732206558,49
bottom,P19,GFP,minus10,6,9.512498744841604e-05,"[124, 130]",179,3277,1.8928571428571428,1.5419847328244274,0.0007796578553247,True,loss,0.3508724100327154,48
bottom,P19,GFP,minus35,6,0.002358434968777,"[40, 46]",3431,25,1.567901234567901,1.2692307692307692,0.0122063974323097,True,gain,-0.2986704653371319,52
bottom,P19,GFP,minus35,6,0.0002613345441877,"[58, 64]",396,3060,1.4433760683760684,1.5806451612903225,0.0019059849875091,True,loss,-0.1372690929142541,50
bottom,P19,GFP,minus35,6,5.4891694639165856e-05,"[68, 74]",3408,48,1.5714285714285714,1.2428337428337428,0.0004775390089939,True,gain,-0.3285948285948286,49
bottom,P20,GFP,minus10,6,0.0054684826947684,"[18, 24]",190,2595,2.9145454545454546,2.661290322580645,0.0247532203938832,True,loss,0.2532551319648095,59
bottom,P20,GFP,minus10,6,8.09058929641286e-06,"[109, 115]",2765,20,2.6666666666666665,3.302428186457199,8.52186451097371e-05,True,gain,0.6357615197905324,55
bottom,P20,GFP,minus35,6,3.333698090406053e-09,"[22, 28]",2725,60,2.6666666666666665,3.5098426722467644,6.317915563156156e-08,True,gain,0.8431760055800979,59
bottom,P20,GFP,minus35,6,4.5480485193756415e-10,"[49, 55]",228,2557,2.333333333333333,2.6923076923076925,9.908526218708131e-09,True,loss,-0.3589743589743595,58
bottom,P20,GFP,minus35,6,2.857052958570744e-09,"[50, 56]",143,2642,2.1666666666666665,2.677444589308996,5.538120145548919e-08,True,loss,-0.5107779226423297,57
bottom,P20,GFP,minus35,6,3.95635340184229e-12,"[92, 98]",331,2454,2.4,2.718563400070249,1.1082137166259335e-10,True,loss,-0.3185634000702491,56
bottom,P20,GFP,minus35,6,1.6687151072404511e-06,"[93, 99]",208,2577,2.5,2.689655172413793,2.0598328369762278e-05,True,loss,-0.1896551724137931,56
bottom,P20,GFP,minus35,6,2.0145273895194288e-29,"[108, 114]",229,2556,3.287292817679558,2.6,1.630168354249214e-27,True,loss,0.6872928176795581,55
bottom,P20,GFP,minus35,6,1.5487541734401677e-13,"[132, 138]",2724,61,2.653453689167975,3.4494773519163764,5.029011959361768e-12,True,gain,0.7960236627484014,54
bottom,P20,RFP,minus10,6,0.0083789806670198,"[97, 103]",2771,14,3.47345473198256,3.022916171460265,0.0355246258838363,True,gain,-0.4505385605222951,62
bottom,P20,RFP,minus10,6,0.0074883951143723,"[109, 115]",2765,20,3.472972972972973,3.0,0.0323250112557747,True,gain,-0.4729729729729728,63
bottom,P20,RFP,minus10,6,0.0002573318417102,"[122, 128]",2772,13,3.4726895769942128,2.9473684210526314,0.0018794809871613,True,gain,-0.5253211559415814,64
bottom,P20,RFP,minus10,6,0.0028750868157027,"[123, 129]",2765,20,3.473684210526316,3.0519079685746355,0.0144977176918421,True,gain,-0.4217762419516804,64
bottom,P20,RFP,minus35,6,1.013510497731611e-28,"[88, 94]",2599,186,3.5,3.055620649016061,7.828600783993565e-27,True,gain,-0.4443793509839389,60
bottom,P20,RFP,minus35,6,9.032546932832296e-51,"[92, 98]",331,2454,3.0642857142857145,3.540695409721795,1.5349308087859683e-48,True,loss,-0.4764096954360806,61
bottom,P20,RFP,minus35,6,1.6306223219580828e-32,"[93, 99]",208,2577,3.0486220472440944,3.501152073732719,1.4584057188319836e-30,True,loss,-0.4525300264886245,61
bottom,P20,RFP,minus35,6,0.0010361851059477,"[94, 100]",2775,10,3.472972972972973,3.0301478953356087,0.0061855640165355,True,gain,-0.4428250776373641,61
bottom,P20,RFP,minus35,6,2.2805056642500226e-23,"[108, 114]",229,2556,3.0,3.5,1.4007250453429657e-21,True,loss,-0.5,63
bottom,P22,GFP,minus10,6,7.538810305329652e-05,"[8, 14]",2550,12,2.0588235294117645,3.0964811155028547,0.0006363055453074,True,gain,1.0376575860910902,68
bottom,P22,GFP,minus10,6,8.889322100930313e-81,"[14, 20]",529,2033,1.2954545454545454,2.352201257861635,2.6657508276789844e-78,True,loss,-1.0567467124070895,68
bottom,P22,GFP,minus10,6,1.7631706313412018e-08,"[17, 23]",2535,27,2.08,1.181818181818182,3.0995323719232575e-07,True,gain,-0.898181818181818,67
bottom,P22,GFP,minus10,6,9.440176035714292e-08,"[32, 38]",2538,24,2.0816666666666666,1.1886867088607596,1.4280717338300135e-06,True,gain,-0.892979957805907,65
bottom,P22,GFP,minus35,6,1.3428441692272754e-63,"[13, 19]",389,2173,1.2727272727272727,2.273809523809524,2.7383278298882603e-61,True,loss,-1.0010822510822517,68
bottom,P22,GFP,minus35,6,0.0114421289625642,"[31, 37]",2511,51,2.083333333333333,1.8,0.0458584696943021,True,gain,-0.283333333333333,65
